annualinc,collections,delinq,inq,openacc,dti,pubrec,lstatus,applytype_INDIVIDUAL,homeowner_MORTGAGE,homeowner_RENT,homeowner_OWN,term_36 months,vstatus_Not Verified,vstatus_Verified
69.0,0,0,1,8,5.83,1,On Time,1,0,1,0,1,0,0
116.0,0,0,0,9,4.6,0,On Time,1,0,0,1,0,0,1
40.0,0,1,0,13,8.37,0,On Time,1,0,0,1,1,0,0
98.0,0,0,2,12,17.43,1,On Time,1,1,0,0,1,1,0
114.0,0,0,2,12,1.62,0,On Time,1,1,0,0,1,0,1
36.0,0,0,0,15,32.8,0,On Time,1,0,0,1,1,1,0
80.0,0,2,0,18,20.49,1,On Time,1,1,0,0,1,0,0
43.0,0,0,0,11,10.02,0,On Time,1,1,0,0,1,1,0
85.0,0,0,1,5,8.06,0,On Time,1,0,1,0,1,0,0
21.0,0,0,0,9,12.2,0,On Time,1,0,1,0,1,1,0
90.0,0,2,1,11,7.87,0,Risky,1,1,0,0,1,0,1
56.0,0,0,0,11,13.72,0,On Time,1,1,0,0,0,0,1
165.0,0,2,2,24,15.61,1,On Time,1,1,0,0,1,0,0
41.0,0,1,0,11,21.17,0,On Time,1,0,1,0,1,0,0
103.764,0,0,0,15,20.4,0,On Time,1,1,0,0,1,0,1
125.0,0,0,0,19,21.64,0,On Time,1,1,0,0,1,0,1
55.0,0,0,0,4,12.66,0,On Time,1,1,0,0,1,1,0
54.0,0,0,0,6,3.82,0,On Time,1,1,0,0,1,1,0
130.0,0,0,1,6,4.47,0,On Time,1,0,0,1,1,0,0
140.0,0,0,1,8,19.75,0,On Time,1,0,0,1,1,0,1
315.0,0,0,3,18,6.73,0,On Time,1,0,0,1,1,0,0
40.0,0,0,0,9,20.4,0,On Time,1,0,1,0,0,0,0
82.0,0,0,2,3,1.49,0,On Time,1,0,1,0,1,0,1
85.0,0,1,2,8,11.7,0,Risky,1,1,0,0,1,0,1
71.2,0,0,1,5,14.8,0,Risky,1,0,1,0,0,0,1
28.8,0,0,0,5,16.08,0,On Time,1,0,1,0,1,0,1
42.0,0,0,0,14,19.31,0,On Time,1,0,1,0,0,0,1
68.5,0,0,0,12,31.55,0,On Time,1,1,0,0,0,0,1
55.0,0,0,0,17,23.52,0,On Time,1,0,0,1,0,1,0
92.0,1,2,0,29,31.08,3,On Time,1,1,0,0,1,0,0
60.0,0,0,0,11,19.22,0,On Time,1,0,1,0,1,0,0
220.0,0,0,1,8,7.28,0,On Time,1,1,0,0,0,0,1
78.6,0,0,4,12,32.08,0,On Time,1,1,0,0,0,0,0
35.0,0,1,1,12,14.33,0,On Time,1,0,1,0,1,0,0
49.0,0,0,1,15,18.96,1,On Time,1,1,0,0,0,0,1
100.0,0,0,0,21,16.82,1,On Time,1,1,0,0,0,1,0
70.0,0,0,0,19,36.82,0,On Time,1,1,0,0,1,1,0
32.0,0,0,0,12,22.51,0,On Time,1,1,0,0,1,1,0
70.0,0,1,0,7,16.73,0,On Time,1,0,1,0,1,1,0
169.0,0,0,1,17,23.81,0,On Time,1,1,0,0,1,0,0
100.0,0,0,3,18,22.32,0,On Time,1,1,0,0,1,1,0
52.0,0,0,4,17,11.54,0,On Time,1,1,0,0,1,0,0
103.0,0,2,1,13,28.49,0,On Time,1,0,1,0,0,0,0
74.0,0,1,0,9,13.85,0,On Time,1,1,0,0,0,0,0
50.0,0,1,1,12,8.04,0,On Time,1,0,1,0,1,0,0
38.5,0,0,0,17,29.83,0,On Time,1,0,1,0,1,1,0
130.0,0,0,2,14,26.16,0,Risky,1,0,1,0,1,0,1
462.3708,0,0,0,15,8.35,0,On Time,1,0,1,0,1,0,1
22.0,0,0,3,7,33.44,0,On Time,1,0,1,0,1,0,1
17.0,0,0,2,10,27.82,0,Risky,1,0,1,0,1,1,0
60.0,0,1,0,13,28.56,0,On Time,1,0,0,1,1,1,0
160.0,0,0,1,19,11.87,0,On Time,1,1,0,0,1,1,0
45.0,0,0,1,7,9.47,0,On Time,1,0,0,1,1,1,0
68.6,0,0,0,11,11.23,0,On Time,1,1,0,0,1,0,0
76.0,0,0,0,27,39.55,1,On Time,1,1,0,0,1,0,1
130.0,0,0,1,13,20.52,0,On Time,1,1,0,0,1,1,0
35.88,0,0,0,14,28.6,0,On Time,1,0,1,0,1,0,0
28.0,0,0,1,14,35.62,1,On Time,1,1,0,0,1,1,0
63.0,0,0,0,20,22.97,0,On Time,1,1,0,0,0,0,1
100.0,0,2,1,14,31.08,0,On Time,1,1,0,0,0,0,0
100.0,0,3,2,23,25.29,1,On Time,1,1,0,0,1,1,0
45.0,0,0,0,8,20.83,0,On Time,1,0,1,0,1,1,0
85.0,0,0,1,9,17.26,0,On Time,1,0,1,0,1,0,0
45.0,0,0,1,10,12.43,0,On Time,1,1,0,0,0,0,0
85.0,0,0,0,8,8.34,0,On Time,1,1,0,0,0,0,0
110.0,0,1,0,10,21.41,0,On Time,1,0,1,0,0,0,0
90.1,0,0,0,14,21.48,0,On Time,1,0,0,1,1,0,0
18.2,0,0,0,3,39.91,0,On Time,1,0,1,0,1,0,0
37.44,0,0,1,6,3.49,1,On Time,1,0,1,0,1,1,0
72.0,0,0,0,12,16.48,0,On Time,1,0,1,0,0,0,0
28.0,0,0,1,6,10.93,0,Risky,1,0,1,0,1,1,0
83.9,0,2,0,4,8.04,0,On Time,1,1,0,0,1,0,1
213.54,0,0,2,16,8.61,0,On Time,1,1,0,0,1,1,0
45.0,0,0,0,17,8.21,1,On Time,1,0,0,1,1,0,1
95.0,0,0,0,15,13.33,0,On Time,1,1,0,0,1,0,0
31.0,0,0,0,9,12.58,0,Risky,1,1,0,0,1,1,0
138.0,0,1,0,12,27.02,0,On Time,1,1,0,0,0,0,1
87.0,0,1,4,9,18.29,0,On Time,1,1,0,0,1,0,1
70.0,0,0,2,13,22.6,0,On Time,1,0,1,0,0,0,1
74.0,0,0,0,10,30.33,0,On Time,1,1,0,0,0,0,1
107.325,0,0,1,28,25.38,0,On Time,1,0,1,0,0,0,1
40.0,0,0,1,4,2.34,0,On Time,1,0,1,0,1,0,1
24.024,0,0,0,6,25.22,0,On Time,1,0,1,0,1,1,0
21.6,0,0,2,5,10.39,0,On Time,1,1,0,0,1,0,0
42.0,0,0,0,17,28.06,1,Risky,1,1,0,0,1,0,1
58.6,0,0,0,13,27.62,1,On Time,1,1,0,0,1,1,0
22.6,0,0,0,5,1.96,0,On Time,1,0,1,0,1,0,1
70.0,0,1,0,11,16.3,0,On Time,1,0,0,1,1,1,0
56.0,0,0,0,9,13.57,1,On Time,1,0,1,0,0,0,0
86.4,0,1,2,17,11.06,0,On Time,1,0,1,0,1,1,0
200.0,0,0,0,14,18.5,0,On Time,1,0,1,0,1,0,0
56.0,0,0,0,11,12.24,1,On Time,1,0,1,0,1,0,0
118.5,0,0,0,10,27.08,0,On Time,1,1,0,0,0,0,1
40.0,0,0,0,14,28.83,0,On Time,1,1,0,0,0,1,0
132.0,0,2,0,15,12.91,0,On Time,1,0,0,1,1,0,1
46.7,0,0,1,10,7.35,0,On Time,1,1,0,0,1,1,0
80.0,0,0,0,8,18.4,0,On Time,1,1,0,0,0,0,0
360.0,0,0,0,11,4.05,0,On Time,1,1,0,0,1,0,0
51.0,0,2,0,10,17.22,0,On Time,1,1,0,0,0,1,0
64.0,0,0,0,8,14.34,0,On Time,1,1,0,0,0,1,0
125.0,0,1,0,10,17.08,0,On Time,1,0,1,0,1,0,1
115.0,0,0,0,3,3.12,0,On Time,1,0,1,0,0,0,0
70.0,0,0,1,10,2.3,0,On Time,1,1,0,0,0,1,0
58.0,0,0,0,6,11.15,0,On Time,1,0,1,0,1,1,0
63.0,0,0,0,10,12.53,0,On Time,1,1,0,0,1,0,0
59.0,0,0,2,27,14.66,0,On Time,1,0,1,0,0,0,0
120.0,0,0,0,13,25.57,0,On Time,1,1,0,0,0,1,0
75.0,0,0,3,15,15.26,0,On Time,1,1,0,0,1,1,0
33.0,0,0,4,18,30.58,0,On Time,1,1,0,0,0,0,1
85.55,0,0,1,9,23.43,0,On Time,1,1,0,0,1,1,0
140.0,0,0,0,14,14.58,0,On Time,1,0,1,0,1,0,0
59.5,0,0,0,20,39.51,0,On Time,1,1,0,0,0,0,0
36.0,0,0,1,13,27.27,0,On Time,1,1,0,0,1,1,0
25.0,0,0,0,22,21.5,0,On Time,1,1,0,0,1,1,0
55.0,0,0,1,7,14.95,0,On Time,1,0,1,0,1,0,0
90.0,0,0,1,6,8.27,1,Risky,1,0,1,0,1,0,0
87.0,0,0,0,4,11.36,0,On Time,1,1,0,0,0,0,1
80.0,0,0,0,11,10.84,0,On Time,1,1,0,0,1,0,1
73.0,0,0,0,12,21.88,0,On Time,1,1,0,0,1,1,0
37.0,0,0,0,7,14.87,0,On Time,1,0,1,0,0,0,0
46.0,0,0,0,7,3.42,0,On Time,1,0,1,0,0,0,1
220.0,0,0,0,18,4.31,0,On Time,1,1,0,0,1,0,0
55.0,0,0,2,26,31.83,1,On Time,1,0,1,0,1,0,0
35.0,0,0,0,9,22.26,0,On Time,1,0,1,0,0,0,0
25.0,0,0,0,6,28.66,0,On Time,1,0,0,1,1,0,0
58.0,0,1,0,9,13.76,0,On Time,1,0,1,0,1,1,0
58.0,0,0,0,7,19.78,0,On Time,1,0,1,0,1,0,0
60.0,0,0,0,22,25.18,0,On Time,1,0,0,1,0,0,0
60.4,0,0,2,14,10.17,0,On Time,1,1,0,0,1,1,0
110.0,0,0,0,10,4.48,0,On Time,1,1,0,0,1,1,0
114.0,0,0,1,17,20.21,0,On Time,1,1,0,0,0,0,0
55.0,0,0,2,11,28.32,1,On Time,1,0,1,0,1,0,0
80.0,0,2,0,9,26.57,0,Risky,1,0,1,0,1,0,1
50.0,0,0,0,18,28.92,0,On Time,1,0,1,0,1,0,1
103.0,0,0,0,14,22.45,0,On Time,1,1,0,0,1,0,1
54.0,0,0,0,5,24.33,0,On Time,1,0,1,0,0,0,1
38.0,0,0,0,9,20.81,0,On Time,1,0,1,0,1,0,1
70.0,0,0,0,13,16.27,0,On Time,1,1,0,0,0,0,1
50.0,0,2,0,12,22.39,0,On Time,1,0,1,0,0,0,0
25.344,0,0,0,10,21.66,0,On Time,1,0,1,0,1,1,0
48.5,0,0,2,31,16.88,0,On Time,1,1,0,0,1,1,0
100.0,0,2,0,7,10.27,0,On Time,1,1,0,0,0,0,0
40.0,0,0,0,7,13.77,0,On Time,1,0,1,0,1,1,0
35.0,0,0,2,9,20.06,0,On Time,1,1,0,0,0,0,0
90.0,0,0,0,25,23.95,0,On Time,1,0,1,0,0,0,1
160.0,0,0,0,9,16.51,0,On Time,1,1,0,0,1,0,0
90.0,0,0,0,19,36.65,0,On Time,1,0,1,0,1,0,1
90.0,0,0,3,6,17.2,0,On Time,1,1,0,0,1,0,1
44.0,0,1,0,6,21.6,0,Risky,1,0,1,0,1,1,0
62.0,0,0,0,14,27.35,0,Risky,1,1,0,0,0,0,0
65.0,0,1,0,13,19.6,0,On Time,1,0,1,0,0,0,0
55.0,0,0,0,6,25.68,0,On Time,1,0,1,0,1,0,0
46.0,0,0,1,8,32.79,0,On Time,1,0,1,0,1,0,0
58.0,0,1,1,14,16.72,0,On Time,1,0,0,1,0,1,0
52.159,0,0,0,11,22.3,1,On Time,1,0,1,0,1,1,0
62.004,0,0,0,6,3.5,0,On Time,1,1,0,0,1,1,0
47.5,0,0,1,13,34.35,0,On Time,1,0,1,0,1,0,1
30.0,0,0,1,8,23.36,1,On Time,1,0,0,1,0,1,0
50.0,0,0,2,6,14.09,1,On Time,1,0,0,1,1,0,0
45.0,0,0,0,7,21.28,0,On Time,1,0,1,0,0,0,1
57.631,0,1,0,11,22.59,0,On Time,1,1,0,0,0,0,0
60.0,0,0,1,5,15.88,0,On Time,1,0,1,0,1,1,0
75.0,0,0,1,13,31.45,0,On Time,1,1,0,0,0,0,0
72.8,0,0,0,5,2.32,0,On Time,1,0,1,0,1,0,0
210.0,0,0,0,7,14.59,0,On Time,1,0,1,0,1,0,1
58.142,0,0,0,18,25.47,0,On Time,1,1,0,0,1,1,0
43.5,0,0,0,8,24.14,1,On Time,1,0,1,0,1,0,0
130.0,0,0,0,4,7.18,0,On Time,1,0,0,1,0,0,0
48.0,0,0,3,12,23.6,0,Risky,1,0,1,0,1,1,0
29.0,0,0,0,8,5.38,0,On Time,1,0,1,0,0,0,0
72.0,0,0,0,11,26.72,0,On Time,1,1,0,0,1,0,0
140.0,0,0,0,15,6.25,0,On Time,1,0,0,1,0,0,1
120.0,0,0,0,9,12.27,0,On Time,1,1,0,0,0,0,0
50.0,0,0,0,9,23.74,0,Risky,1,0,1,0,1,1,0
52.0,0,0,0,4,16.04,0,On Time,1,0,1,0,1,0,0
29.0,0,0,0,11,12.25,0,On Time,1,0,1,0,1,0,1
47.0,0,0,0,16,25.38,0,On Time,1,0,1,0,1,0,1
53.8,0,0,0,9,14.66,0,On Time,1,0,1,0,0,0,0
65.0,0,1,1,5,8.11,1,On Time,1,0,1,0,1,1,0
68.0,0,0,0,14,15.33,0,On Time,1,1,0,0,1,1,0
84.0,0,0,2,6,13.59,0,On Time,1,1,0,0,1,0,0
98.0,0,0,0,9,10.53,0,On Time,1,1,0,0,0,1,0
105.0,0,1,1,25,16.64,0,On Time,1,0,1,0,1,0,1
80.0,0,2,0,11,25.28,0,On Time,1,1,0,0,0,0,0
61.0,0,0,1,10,31.99,1,On Time,1,0,1,0,0,1,0
82.0,0,1,1,20,26.91,0,On Time,1,1,0,0,1,0,0
65.0,0,0,2,8,11.82,0,On Time,1,1,0,0,1,1,0
80.0,0,3,0,15,11.24,0,On Time,1,1,0,0,0,0,0
33.5,0,0,0,4,11.75,1,On Time,1,0,1,0,1,0,0
55.0,0,0,2,3,4.79,0,On Time,1,0,1,0,1,0,0
196.0,0,1,0,10,17.1,1,On Time,1,1,0,0,1,0,0
137.0,1,2,0,13,9.85,0,On Time,1,1,0,0,1,0,1
76.0,0,0,0,17,25.63,0,On Time,1,1,0,0,1,0,0
72.5,0,0,0,9,20.43,0,On Time,1,1,0,0,0,1,0
44.0,0,1,0,21,20.98,0,On Time,1,1,0,0,1,0,1
116.0,0,0,0,15,7.21,0,On Time,1,1,0,0,1,1,0
43.326,0,1,0,4,19.86,0,On Time,1,0,1,0,1,1,0
65.63206,0,0,1,14,23.24,1,On Time,1,1,0,0,1,0,0
28.0,0,0,3,8,24.69,0,On Time,1,0,1,0,1,1,0
37.0,0,0,0,19,37.92,0,On Time,1,0,1,0,0,0,0
82.75176,0,0,0,6,18.14,0,On Time,1,0,1,0,0,0,0
85.0,0,0,1,16,12.38,0,On Time,1,1,0,0,1,1,0
45.0,1,0,0,5,16.99,0,On Time,1,0,0,1,1,1,0
73.0,0,0,1,27,9.85,1,On Time,1,1,0,0,0,0,0
85.0,0,0,0,27,27.97,0,On Time,1,1,0,0,0,0,1
25.0,0,1,0,7,19.78,0,On Time,1,0,1,0,1,0,0
33.5,0,0,0,6,32.25,1,On Time,1,1,0,0,0,0,1
68.64,0,0,0,14,12.36,0,On Time,1,1,0,0,0,0,1
96.0,0,1,1,10,17.06,0,On Time,1,0,1,0,1,1,0
52.0,0,0,0,5,12.95,0,On Time,1,0,1,0,0,1,0
92.34,0,0,0,9,19.94,0,On Time,1,1,0,0,1,0,1
60.0,0,0,2,11,18.06,0,On Time,1,0,1,0,0,0,0
100.0,1,0,2,16,20.83,0,On Time,1,1,0,0,1,0,0
113.631,0,0,0,13,26.33,0,On Time,1,1,0,0,1,0,1
55.0,0,0,0,16,20.64,1,On Time,1,1,0,0,1,0,0
57.0,0,0,0,18,16.27,0,On Time,1,0,1,0,1,0,0
120.0,0,0,0,7,6.47,0,On Time,1,1,0,0,1,1,0
70.0,0,0,0,14,20.64,0,On Time,1,1,0,0,1,1,0
77.213,0,1,0,6,7.38,0,On Time,1,0,1,0,1,1,0
43.0,0,0,1,17,18.81,1,On Time,1,1,0,0,0,0,0
90.0,0,0,0,7,10.07,0,On Time,1,0,1,0,1,1,0
85.0,0,0,0,10,16.72,0,On Time,1,1,0,0,0,0,1
85.0,1,0,2,15,31.7,0,On Time,1,1,0,0,0,0,1
86.0,0,0,0,19,36.94,0,On Time,1,1,0,0,1,0,1
44.0,0,0,3,10,22.79,0,On Time,1,0,1,0,1,0,1
78.0,0,0,3,5,6.45,0,On Time,1,0,1,0,0,0,0
125.0,0,3,1,13,15.13,0,On Time,1,1,0,0,1,1,0
55.0,0,1,0,6,24.09,0,On Time,1,0,1,0,0,0,0
76.0,0,2,1,6,10.37,0,On Time,1,1,0,0,1,0,0
46.0,0,0,1,10,19.57,0,On Time,1,0,1,0,1,0,1
80.0,0,0,2,11,20.66,0,On Time,1,1,0,0,1,0,1
130.0,0,1,0,10,10.8,0,On Time,1,1,0,0,0,0,0
140.0,0,0,2,12,26.38,0,On Time,1,1,0,0,1,0,1
104.0,0,0,0,6,12.19,0,On Time,1,1,0,0,1,0,0
115.0,0,0,2,29,14.15,0,On Time,1,0,1,0,1,0,0
72.0,0,0,3,13,22.12,0,On Time,1,1,0,0,1,0,0
42.0,0,0,2,11,18.69,2,On Time,1,1,0,0,1,0,0
50.0,0,0,0,17,28.75,0,On Time,1,1,0,0,1,1,0
60.0,0,0,0,4,1.5,0,On Time,1,0,1,0,1,0,0
78.5,0,1,3,25,26.31,0,On Time,1,0,0,1,1,1,0
72.0,0,0,1,7,11.85,0,Risky,1,0,0,1,1,0,1
195.0,0,0,0,18,11.55,0,On Time,1,0,0,1,1,0,0
33.615,0,0,0,7,9.21,0,On Time,1,0,1,0,1,1,0
55.0,0,0,0,5,3.91,2,On Time,1,0,1,0,1,0,1
80.0,0,0,0,12,21.99,0,On Time,1,1,0,0,1,0,0
52.0,0,0,0,7,7.92,2,On Time,1,0,1,0,1,0,0
100.0,0,0,0,9,29.44,0,On Time,1,0,1,0,0,0,1
225.0,0,0,1,9,3.0,1,Risky,1,0,1,0,1,0,1
211.0,0,2,1,11,13.38,8,On Time,1,0,0,1,1,1,0
56.284,0,0,0,4,14.58,0,On Time,1,0,1,0,0,0,0
105.0,0,0,2,35,24.5,0,On Time,1,1,0,0,1,0,1
54.5,0,0,0,8,19.95,0,On Time,1,1,0,0,1,0,0
35.0,0,0,0,8,15.71,0,On Time,1,1,0,0,1,1,0
83.25,0,0,2,9,18.34,0,On Time,1,0,1,0,0,0,0
70.0,0,0,1,12,18.31,0,Risky,1,1,0,0,0,0,1
72.0,0,0,1,8,31.57,0,On Time,1,0,1,0,1,0,0
53.0,0,0,0,12,28.86,0,On Time,1,0,1,0,1,1,0
45.0,0,0,0,34,7.32,0,On Time,1,0,0,1,1,0,0
50.0,0,0,1,18,11.8,1,On Time,1,0,1,0,1,0,1
29.12,0,0,0,18,32.72,0,On Time,1,0,1,0,1,0,1
51.112,0,0,1,12,16.83,0,On Time,1,0,1,0,0,0,0
52.6,0,0,0,9,12.32,0,On Time,1,0,1,0,0,0,0
72.0,0,0,3,8,17.98,0,On Time,1,1,0,0,0,0,1
500.0,0,1,1,6,0.59,0,On Time,1,1,0,0,0,0,0
28.059,0,2,0,17,27.46,1,On Time,1,0,1,0,1,0,0
90.0,0,0,3,20,23.35,0,On Time,1,1,0,0,1,0,0
75.0,0,0,1,14,5.99,0,On Time,1,1,0,0,1,1,0
65.0,0,0,4,13,21.75,0,On Time,1,1,0,0,1,0,1
100.0,0,1,0,14,11.34,1,On Time,1,0,1,0,1,1,0
100.0,0,0,0,9,19.77,0,On Time,1,1,0,0,1,0,0
99.996,0,0,0,21,20.93,0,On Time,1,0,1,0,1,0,1
54.0,0,0,1,13,27.6,0,On Time,1,0,1,0,1,1,0
70.0,0,0,1,11,27.07,0,On Time,1,0,1,0,0,0,1
24.996,0,0,3,10,5.38,0,On Time,1,0,1,0,1,0,0
95.0,1,1,0,19,9.04,0,On Time,1,0,0,1,0,0,0
43.0,0,1,1,10,18.11,1,On Time,1,0,0,1,1,0,0
160.0,0,0,0,15,26.1,0,Risky,1,1,0,0,0,0,1
65.0,0,3,4,18,21.71,0,On Time,1,1,0,0,1,0,1
68.0,0,1,2,9,16.66,0,On Time,1,1,0,0,1,1,0
62.834,0,0,0,11,18.5,0,On Time,1,1,0,0,1,0,1
46.0,0,0,2,7,12.24,0,On Time,1,1,0,0,1,0,1
45.0,0,0,0,4,6.53,0,On Time,1,1,0,0,1,1,0
79.8,0,1,1,13,20.05,0,On Time,1,1,0,0,0,1,0
43.0,0,0,0,4,0.0,0,On Time,1,0,1,0,0,0,1
95.0,0,0,0,17,17.97,0,On Time,1,0,1,0,0,0,0
55.0,0,0,0,9,25.11,0,On Time,1,0,1,0,1,1,0
27.56,0,0,0,6,17.73,0,On Time,1,1,0,0,1,1,0
50.0,0,0,1,7,18.55,0,On Time,1,0,1,0,0,0,0
82.0,0,0,0,16,30.03,0,Risky,1,0,1,0,0,0,1
76.0,0,0,0,13,16.42,1,On Time,1,1,0,0,0,0,1
140.0,0,0,1,2,5.83,1,On Time,1,1,0,0,1,0,0
650.0,0,0,0,8,1.81,5,On Time,1,1,0,0,1,0,0
130.0,0,0,0,20,17.14,0,On Time,1,1,0,0,0,0,0
35.0,0,2,0,8,13.55,0,On Time,1,0,1,0,1,1,0
65.0,0,0,0,12,3.86,0,On Time,1,1,0,0,1,0,0
50.0,0,0,0,9,21.29,0,On Time,1,1,0,0,0,0,0
45.0,0,1,1,18,14.64,0,On Time,1,1,0,0,1,1,0
60.0,0,0,1,16,5.72,0,On Time,1,0,1,0,1,0,1
74.0,0,2,0,19,20.29,1,On Time,1,1,0,0,0,0,1
91.0,0,0,0,18,10.71,0,On Time,1,1,0,0,1,0,0
59.0,0,0,1,34,23.7,1,On Time,1,1,0,0,0,0,1
80.0,0,0,1,8,16.14,1,On Time,1,0,1,0,1,0,0
60.0,0,0,0,8,4.58,0,Risky,1,1,0,0,1,1,0
50.0,0,0,1,17,26.38,0,On Time,1,1,0,0,0,0,1
47.0,0,0,0,6,18.28,0,On Time,1,0,1,0,1,0,0
25.0,0,0,1,10,34.9,10,On Time,1,0,1,0,1,1,0
27.532,0,0,0,9,12.51,0,On Time,1,1,0,0,0,0,0
60.0,0,0,0,10,13.16,0,On Time,1,0,0,1,1,1,0
80.758,0,2,0,10,18.59,0,Risky,1,1,0,0,0,1,0
90.0,0,0,0,3,5.08,0,On Time,1,0,1,0,0,0,1
45.0,0,0,1,8,24.53,1,On Time,1,0,1,0,1,1,0
56.2,0,0,0,5,5.17,1,On Time,1,0,1,0,1,1,0
69.54,0,0,0,18,17.64,0,On Time,1,1,0,0,1,1,0
32.0,0,0,0,10,9.38,0,On Time,1,1,0,0,1,1,0
52.0,0,0,2,11,36.12,0,On Time,1,0,0,1,1,0,1
120.0,0,2,0,6,0.98,0,On Time,1,1,0,0,1,0,1
165.0,0,0,1,7,3.96,0,On Time,1,1,0,0,1,1,0
30.0,0,0,0,10,34.32,0,On Time,1,0,0,1,1,0,1
25.0,0,0,0,9,15.89,0,Risky,1,0,0,1,1,0,0
30.0,0,0,1,5,19.0,0,On Time,1,0,1,0,1,1,0
59.0,0,0,0,18,22.4,0,On Time,1,0,0,1,0,0,0
55.0,0,0,0,15,18.85,0,On Time,1,0,1,0,0,0,1
32.0,0,0,0,8,16.65,0,On Time,1,0,1,0,1,0,0
75.0,0,1,3,8,19.74,0,On Time,1,1,0,0,1,1,0
62.304,0,1,0,4,17.74,0,On Time,1,0,1,0,1,1,0
50.0,0,0,0,7,9.7,0,On Time,1,1,0,0,1,0,0
150.0,0,0,0,16,25.21,0,Risky,1,1,0,0,1,1,0
60.0,0,0,0,11,23.72,0,On Time,1,1,0,0,1,0,0
30.0,0,0,0,10,22.2,0,On Time,1,0,1,0,0,0,0
44.0496,0,1,0,6,22.39,0,On Time,1,0,1,0,1,1,0
37.0,0,0,0,9,7.17,0,On Time,1,0,1,0,1,0,1
70.0,0,0,1,18,16.65,0,On Time,1,0,1,0,1,0,1
160.0,0,0,2,9,19.46,4,On Time,1,0,0,1,0,0,1
90.0,0,0,0,4,9.93,0,On Time,1,1,0,0,1,1,0
81.996,0,0,2,11,10.13,0,On Time,1,1,0,0,0,0,0
80.0,0,0,4,18,11.0,1,On Time,1,1,0,0,1,0,1
80.0,0,0,1,13,15.0,0,On Time,1,1,0,0,0,0,1
64.0,0,0,1,22,11.89,0,On Time,1,1,0,0,1,1,0
52.0,0,1,0,9,22.85,0,On Time,1,0,1,0,1,1,0
105.0,0,0,1,8,4.45,0,On Time,1,0,1,0,0,0,1
40.0,0,0,0,7,27.9,1,On Time,1,0,1,0,1,0,0
88.0,0,0,0,7,12.72,0,On Time,1,0,1,0,1,0,1
40.0,0,0,0,8,25.94,0,On Time,1,0,1,0,0,0,0
77.844,0,0,0,9,10.13,0,On Time,1,0,1,0,1,0,0
70.0,0,0,1,11,17.65,0,On Time,1,1,0,0,1,1,0
55.0,0,3,1,17,23.72,0,On Time,1,0,1,0,1,1,0
45.0,0,0,0,4,22.48,0,On Time,1,1,0,0,1,1,0
48.0,0,0,2,6,26.5,0,On Time,1,0,1,0,1,0,0
87.0,0,0,1,15,23.96,0,On Time,1,1,0,0,0,0,0
45.0,0,0,0,5,25.17,1,On Time,1,1,0,0,0,0,1
90.0,0,0,0,13,19.09,0,On Time,1,1,0,0,0,0,1
40.0,0,0,0,11,14.16,0,On Time,1,1,0,0,1,1,0
103.0,0,0,0,4,15.72,0,On Time,1,1,0,0,0,0,0
70.0,0,0,1,11,32.97,0,On Time,1,1,0,0,0,0,1
126.5,0,0,0,12,3.27,0,On Time,1,1,0,0,1,0,1
120.0,0,0,0,15,6.48,0,On Time,1,1,0,0,1,1,0
264.0,0,0,25,15,8.3,0,Risky,1,1,0,0,1,1,0
29.0,0,2,0,14,25.79,1,On Time,1,0,0,1,1,0,0
33.276,0,0,3,13,11.86,0,On Time,1,1,0,0,0,0,0
70.0,0,0,0,9,15.17,0,On Time,1,1,0,0,0,1,0
27.0,0,0,0,3,33.51,0,On Time,1,1,0,0,1,0,0
85.2,0,0,0,11,20.21,0,On Time,1,1,0,0,1,0,0
49.0,0,0,0,13,16.07,0,On Time,1,1,0,0,1,0,0
49.4,0,0,1,8,15.28,0,On Time,1,1,0,0,0,0,0
30.0,0,0,0,16,24.0,0,On Time,1,0,0,1,1,1,0
33.0,0,0,1,17,26.95,0,Risky,1,0,0,1,0,0,0
140.0,0,0,3,14,26.33,0,On Time,1,1,0,0,1,0,1
35.0,1,1,3,16,27.61,0,Risky,1,1,0,0,0,0,0
54.0,0,3,2,13,17.71,0,On Time,1,1,0,0,1,1,0
66.0,0,0,1,11,15.14,0,On Time,1,1,0,0,1,0,1
60.0,0,0,0,10,22.98,0,On Time,1,1,0,0,0,0,0
106.0,0,0,2,14,10.99,0,Risky,1,1,0,0,0,0,1
62.4,0,0,1,10,10.08,0,On Time,1,1,0,0,0,0,0
45.0,0,0,0,12,33.63,0,On Time,1,0,1,0,1,1,0
75.0,0,1,2,9,8.37,0,On Time,1,0,1,0,1,1,0
34.0,0,0,0,6,29.54,0,On Time,1,1,0,0,1,1,0
152.0,0,0,2,18,29.31,0,On Time,1,1,0,0,0,0,1
55.0,0,0,0,11,29.15,0,On Time,1,1,0,0,1,0,0
55.24408,0,0,0,6,2.69,1,On Time,1,1,0,0,0,0,1
50.0,0,0,2,20,31.66,0,On Time,1,1,0,0,0,0,1
120.0,0,0,0,9,14.98,0,On Time,1,1,0,0,1,0,0
35.0,0,0,0,13,24.62,1,On Time,1,0,0,1,1,0,1
240.0,0,0,0,11,9.99,0,On Time,1,1,0,0,1,0,1
85.0,0,0,0,10,11.93,0,On Time,1,1,0,0,1,0,0
40.0,0,0,3,8,4.02,2,On Time,1,0,0,1,1,0,0
