annualinc,collections,delinq,inq,openacc,dti,pubrec,individual,mortgage,rent,own,other,term60mths,vstatusverified,vstatusnotverified,lstatus
175.0,0,0,4,10,11.03,0,1,1,0,0,0,0,1,0,0
42.5,0,1,1,11,35.81,0,1,1,0,0,0,0,1,0,0
165.0,0,0,1,16,19.03,0,1,0,1,0,0,1,1,0,0
82.0,0,0,0,12,26.58,0,1,1,0,0,0,1,1,0,0
72.0,0,0,2,15,29.52,0,1,1,0,0,0,0,0,0,0
65.0,0,0,1,6,7.46,0,1,0,1,0,0,0,1,0,0
55.0,0,0,2,19,4.08,1,1,1,0,0,0,0,0,0,0
103.0,1,1,0,15,18.69,0,1,1,0,0,0,0,0,1,0
184.8,0,2,1,16,21.6,0,1,1,0,0,0,1,0,0,0
75.0,0,1,1,13,30.08,0,1,1,0,0,0,0,1,0,0
59.0,0,0,0,16,27.99,0,1,1,0,0,0,0,0,1,0
40.0,0,0,0,6,25.38,0,1,0,0,1,0,0,0,1,0
98.0,0,3,2,26,28.41,0,1,1,0,0,0,1,0,1,0
48.0,0,0,0,14,29.63,1,1,1,0,0,0,0,0,1,0
100.0,0,0,0,3,1.05,0,1,1,0,0,0,1,0,0,0
40.0,0,0,0,6,19.8,0,1,0,1,0,0,0,0,0,0
75.2,0,0,0,10,12.81,0,1,0,1,0,0,0,0,1,0
65.0,0,1,0,11,8.26,0,1,1,0,0,0,0,1,0,0
71.0,0,0,0,13,14.51,0,1,0,1,0,0,0,0,1,0
43.0,0,1,0,10,14.34,0,1,0,1,0,0,0,0,0,0
80.0,0,0,0,10,23.65,0,1,1,0,0,0,0,0,1,0
80.0,0,0,2,8,9.6,0,1,0,1,0,0,0,1,0,0
29.12,0,0,0,6,4.53,0,1,0,0,1,0,0,1,0,0
45.0,0,0,0,3,14.32,0,1,0,1,0,0,1,1,0,1
39.0,0,0,0,7,11.42,0,1,0,1,0,0,0,0,0,0
150.0,0,0,2,18,16.45,1,1,1,0,0,0,0,0,0,0
83.0,0,0,1,12,22.08,0,1,1,0,0,0,1,1,0,0
54.0,0,0,0,11,28.93,0,1,0,1,0,0,1,0,0,0
82.0,0,0,1,5,13.24,1,1,1,0,0,0,0,1,0,0
48.0,0,0,1,12,17.45,0,1,1,0,0,0,0,0,1,0
95.0,0,0,0,12,29.14,0,1,1,0,0,0,0,0,1,0
84.0,0,0,1,10,8.93,0,1,1,0,0,0,0,0,0,0
40.0,0,2,0,14,6.27,2,1,1,0,0,0,0,1,0,1
50.0,0,0,0,8,15.65,0,1,0,1,0,0,0,0,0,0
45.5,0,5,1,16,13.77,0,1,1,0,0,0,0,0,1,0
60.0,0,0,0,14,20.54,0,1,1,0,0,0,0,0,1,0
59.0,0,0,0,12,31.14,0,1,1,0,0,0,0,0,0,0
130.0,0,0,0,21,22.51,0,1,1,0,0,0,0,1,0,0
43.0,0,1,1,10,24.92,0,1,0,1,0,0,1,1,0,0
250.0,0,1,1,9,10.3,0,1,1,0,0,0,0,0,0,0
31.0,0,0,0,12,19.78,0,1,1,0,0,0,0,1,0,0
100.0,0,0,1,13,11.32,0,1,0,0,1,0,1,0,0,0
73.5,0,0,4,15,26.86,1,1,1,0,0,0,0,0,0,0
68.0,0,0,1,7,13.2,0,1,1,0,0,0,1,0,0,0
55.0,0,2,0,12,28.49,0,1,1,0,0,0,1,0,0,0
70.0,0,0,0,8,9.89,0,1,0,1,0,0,0,0,1,0
45.0,0,0,1,12,30.64,1,1,0,1,0,0,0,1,0,0
155.0,0,0,0,19,18.53,1,1,0,1,0,0,1,1,0,0
45.0,0,2,0,18,19.2,1,1,1,0,0,0,0,0,1,0
52.0,0,0,1,11,29.54,0,1,1,0,0,0,1,0,0,0
125.4,0,0,0,12,20.13,1,1,1,0,0,0,0,0,1,0
34.0,0,0,0,9,34.49,0,1,0,1,0,0,1,0,1,0
40.0,0,0,0,6,10.14,1,1,0,1,0,0,0,0,1,0
70.0,0,0,0,9,39.78,0,1,1,0,0,0,0,0,0,0
60.0,0,0,0,8,22.6,0,1,0,1,0,0,0,1,0,0
94.0,0,0,0,9,16.6,0,1,1,0,0,0,0,1,0,0
52.0,0,0,0,7,14.89,1,1,0,1,0,0,0,1,0,0
80.0,0,1,0,11,19.77,0,1,0,0,1,0,1,1,0,0
80.0,0,0,1,17,31.11,0,1,1,0,0,0,1,0,0,0
53.5,0,0,2,13,15.5,0,1,0,1,0,0,0,0,1,0
95.0,0,1,0,13,16.26,1,1,0,1,0,0,1,1,0,0
75.0,0,0,0,7,15.72,0,1,1,0,0,0,1,0,1,0
70.0,1,3,0,9,17.23,1,1,1,0,0,0,0,0,1,0
77.0,0,6,1,10,10.91,0,1,0,1,0,0,0,0,0,0
66.1,0,0,0,13,27.23,0,1,1,0,0,0,1,0,0,0
85.0,0,0,0,5,12.23,0,1,1,0,0,0,1,1,0,0
120.0,0,0,0,10,26.25,0,1,1,0,0,0,1,0,0,0
105.0,0,0,0,20,32.9,0,1,1,0,0,0,1,0,0,0
44.0,0,0,1,8,29.65,0,1,0,1,0,0,0,0,0,0
85.0,0,0,0,19,23.68,0,1,0,1,0,0,0,0,0,0
72.5,0,0,0,8,16.01,0,1,1,0,0,0,0,0,1,0
84.0,0,0,0,18,15.37,1,1,1,0,0,0,0,0,0,1
125.0,0,2,0,15,13.81,0,1,1,0,0,0,1,0,1,0
35.0,0,0,0,4,16.77,3,1,0,0,1,0,1,0,0,0
115.0,0,4,0,6,13.51,0,1,0,1,0,0,1,1,0,1
80.0,0,0,0,6,12.77,0,1,0,1,0,0,0,1,0,0
60.0,0,0,0,5,17.16,0,1,1,0,0,0,1,1,0,1
37.0,0,0,4,16,24.78,0,1,0,1,0,0,0,1,0,0
55.0,0,0,1,12,38.51,0,1,0,0,1,0,0,1,0,0
94.0,0,0,0,13,18.73,0,1,1,0,0,0,0,0,1,0
55.0,0,0,1,6,10.58,0,1,0,1,0,0,0,0,1,0
40.0,0,0,0,9,22.17,1,1,0,0,1,0,0,1,0,0
150.0,0,0,0,16,7.8,4,1,1,0,0,0,0,1,0,0
82.0,0,0,0,8,16.24,0,1,1,0,0,0,1,0,0,0
48.0,0,0,1,4,17.73,0,1,0,1,0,0,0,0,1,0
70.0,0,0,0,9,11.03,0,1,0,1,0,0,0,1,0,0
80.0,0,0,0,13,24.93,0,1,0,1,0,0,0,1,0,0
125.0,0,0,0,8,18.02,0,1,1,0,0,0,1,0,0,0
24.0,0,0,0,6,21.15,0,1,0,0,1,0,1,1,0,0
39.5,0,0,0,3,6.99,0,1,0,1,0,0,0,0,1,0
70.0,0,0,3,3,0.26,0,1,1,0,0,0,0,0,1,0
90.0,0,0,1,10,7.04,1,1,1,0,0,0,1,1,0,0
93.0,0,0,0,9,5.63,0,1,1,0,0,0,0,0,0,0
35.0,0,0,1,12,14.03,0,1,1,0,0,0,0,0,1,0
65.0,0,0,0,14,12.37,0,1,1,0,0,0,0,1,0,0
55.0,0,0,0,10,27.58,0,1,0,1,0,0,0,0,1,0
68.0,0,0,3,12,34.06,0,1,1,0,0,0,1,0,0,1
65.0,0,0,1,12,27.93,0,1,1,0,0,0,0,0,0,0
30.0,0,0,0,10,21.12,0,1,0,1,0,0,0,0,0,0
50.0,0,0,1,10,18.07,0,1,1,0,0,0,0,0,0,0
50.0,0,0,1,13,30.15,0,1,0,1,0,0,0,0,0,0
62.5,0,0,1,17,27.21,0,1,0,1,0,0,0,1,0,1
33.0,0,1,2,11,30.85,0,1,0,0,1,0,1,0,1,0
75.0,0,0,1,10,30.84,0,1,1,0,0,0,0,1,0,0
49.5,0,0,0,15,17.36,0,1,0,0,1,0,0,1,0,0
280.0,0,0,1,20,15.38,0,1,1,0,0,0,1,1,0,0
77.0,0,0,1,10,9.04,1,1,1,0,0,0,1,0,1,0
36.0,0,0,0,7,20.43,0,1,0,1,0,0,0,0,1,0
134.0,0,0,0,18,24.99,0,1,1,0,0,0,1,0,0,0
53.0,0,0,0,7,8.97,0,1,0,0,1,0,0,0,1,0
110.0,0,0,0,14,15.09,0,1,1,0,0,0,1,0,0,0
67.0,0,0,1,14,12.82,0,1,1,0,0,0,0,1,0,0
92.55,0,0,0,6,11.02,0,1,0,1,0,0,0,0,1,0
47.0,0,0,0,11,26.15,0,1,0,1,0,0,1,0,1,0
38.0,0,1,1,4,13.23,0,1,1,0,0,0,0,0,1,0
45.0,0,0,3,6,3.6,0,1,0,1,0,0,0,1,0,0
120.0,0,0,1,12,13.03,1,1,1,0,0,0,0,0,0,0
90.0,0,0,1,12,33.44,0,1,0,1,0,0,0,0,1,0
100.0,0,0,1,11,12.16,1,1,1,0,0,0,1,1,0,0
44.0,0,0,0,41,19.18,1,1,0,0,1,0,0,0,0,0
80.0,0,1,0,10,17.27,0,1,1,0,0,0,0,0,1,0
42.0,0,0,2,11,21.7,0,1,1,0,0,0,0,1,0,0
100.0,0,0,0,9,5.24,0,1,1,0,0,0,1,0,0,0
77.0,0,0,0,8,7.03,0,1,1,0,0,0,1,0,0,0
90.0,0,0,0,18,16.59,0,1,0,1,0,0,0,0,1,0
45.0,0,0,3,13,17.73,0,1,0,1,0,0,0,0,1,1
64.6,0,0,0,38,39.79,0,1,0,1,0,0,1,1,0,0
36.0,0,1,1,4,1.37,0,1,0,1,0,0,0,1,0,0
118.75,0,2,1,7,11.61,0,1,1,0,0,0,1,0,0,1
65.0,0,0,1,9,21.75,0,1,1,0,0,0,0,0,1,0
75.0,0,0,0,19,34.82,0,1,1,0,0,0,0,0,0,1
100.0,0,0,0,6,15.58,0,1,1,0,0,0,1,0,0,0
120.0,0,0,1,25,24.63,0,1,1,0,0,0,1,1,0,0
25.0,0,0,2,6,25.44,0,1,1,0,0,0,0,0,0,0
36.0,0,0,0,7,33.93,0,1,1,0,0,0,0,1,0,0
115.0,0,0,0,6,4.41,0,1,0,0,1,0,0,1,0,0
35.0,0,0,1,4,6.88,0,1,0,1,0,0,0,0,1,0
93.0,0,0,3,20,39.47,0,1,1,0,0,0,0,0,0,0
60.525,0,0,0,9,23.08,0,1,0,1,0,0,0,0,1,0
62.15,0,0,0,8,15.14,0,1,0,1,0,0,0,0,1,0
34.0,0,0,0,9,22.17,0,1,1,0,0,0,0,1,0,0
72.0,0,0,1,12,13.85,0,1,0,0,1,0,0,0,0,0
41.0,0,0,0,14,27.03,0,1,1,0,0,0,0,1,0,0
36.204,0,2,0,20,24.36,0,1,0,1,0,0,0,0,0,0
90.0,0,0,0,7,16.77,0,1,1,0,0,0,0,1,0,0
45.0,0,0,1,12,24.88,0,1,1,0,0,0,0,0,0,0
77.0,0,0,0,19,16.07,0,1,1,0,0,0,0,1,0,0
45.0,0,1,0,10,33.07,1,1,1,0,0,0,1,0,0,1
95.0,0,0,0,14,25.3,0,1,1,0,0,0,0,0,1,0
60.0,0,0,1,5,10.8,0,1,0,1,0,0,0,1,0,0
40.0,1,1,0,8,6.96,0,1,1,0,0,0,0,0,0,0
35.6,0,0,0,19,12.27,0,1,0,1,0,0,1,0,0,0
35.0,0,0,0,13,18.69,1,1,0,1,0,0,1,1,0,0
70.0,0,0,0,6,12.5,0,1,0,1,0,0,0,1,0,0
80.0,0,0,1,12,15.14,0,1,1,0,0,0,1,1,0,0
120.0,0,0,3,14,14.5,0,1,0,1,0,0,0,1,0,0
39.5,0,0,0,5,14.62,0,1,0,0,1,0,0,0,0,1
150.0,0,0,0,8,15.21,0,1,1,0,0,0,1,0,0,0
96.0,0,0,1,14,7.26,0,1,0,1,0,0,1,0,1,0
75.0,0,0,1,14,37.94,0,1,0,1,0,0,1,0,1,0
15.0,0,0,0,12,22.48,1,1,1,0,0,0,0,0,1,0
38.0,0,3,1,6,4.36,0,1,1,0,0,0,0,1,0,0
115.0,0,0,1,16,16.15,0,1,0,0,1,0,1,0,0,0
44.482,0,0,0,17,31.13,0,1,0,1,0,0,0,0,0,0
100.0,0,0,0,15,16.87,0,1,1,0,0,0,0,0,0,0
127.538,0,0,0,16,7.62,0,1,1,0,0,0,0,1,0,0
60.0,0,0,0,13,8.2,0,1,0,1,0,0,0,0,1,0
57.1,0,0,0,9,18.45,0,1,0,1,0,0,0,1,0,0
180.0,0,0,0,8,7.77,0,1,1,0,0,0,1,1,0,0
30.0,0,0,0,9,19.8,0,1,0,1,0,0,0,0,1,0
80.0,0,0,0,9,12.12,0,1,1,0,0,0,0,0,1,0
55.2,0,0,0,6,3.5,0,1,0,1,0,0,0,0,1,0
385.0,0,0,0,6,9.58,0,1,1,0,0,0,0,0,0,0
20.0,0,0,0,8,12.36,0,1,0,1,0,0,0,1,0,0
52.2,0,0,0,10,24.18,0,1,1,0,0,0,0,0,1,0
45.0,0,0,0,11,28.72,0,1,1,0,0,0,1,0,1,0
125.0,0,0,0,11,6.65,0,1,1,0,0,0,0,1,0,0
75.0,0,0,3,10,6.67,0,1,1,0,0,0,0,0,0,0
75.5,0,0,0,9,10.45,0,1,0,1,0,0,0,0,1,0
70.2,0,0,0,6,10.55,0,1,1,0,0,0,0,1,0,0
125.0,0,0,2,11,8.22,0,1,1,0,0,0,0,0,0,0
27.0,0,0,0,10,11.78,0,1,0,1,0,0,0,0,0,0
45.0,0,3,0,17,15.84,0,1,1,0,0,0,1,0,1,0
62.0,0,1,1,6,22.47,1,1,0,1,0,0,0,0,0,0
34.0,0,0,0,7,10.27,0,1,0,1,0,0,0,0,1,0
49.0,0,0,2,19,10.63,3,1,1,0,0,0,0,1,0,0
80.0,0,0,0,4,4.43,0,1,0,1,0,0,1,1,0,0
221.204,0,0,2,18,26.61,0,1,1,0,0,0,0,0,0,0
74.0,0,0,5,8,4.65,1,1,0,1,0,0,0,1,0,0
82.0,0,0,0,5,20.18,0,1,0,1,0,0,1,0,0,0
70.0,0,0,0,10,26.85,0,1,0,1,0,0,0,0,0,0
96.5,0,0,0,13,30.34,0,1,1,0,0,0,1,0,0,0
54.6,0,0,0,10,25.01,0,1,0,1,0,0,0,0,1,0
97.0,0,0,0,10,13.32,0,1,0,1,0,0,0,1,0,0
93.246,0,0,0,25,34.31,0,1,1,0,0,0,0,0,0,0
54.0,0,0,0,8,19.42,0,1,0,1,0,0,1,0,1,0
98.0,0,0,2,10,15.04,0,1,1,0,0,0,0,0,0,1
81.0,0,1,1,6,12.01,0,1,1,0,0,0,0,1,0,0
100.0,0,0,0,10,9.55,0,1,1,0,0,0,0,0,1,0
49.0,0,0,2,5,12.29,0,1,1,0,0,0,0,0,1,0
31.24,0,0,0,9,15.02,0,1,0,1,0,0,0,0,0,0
75.0,0,0,0,6,1.07,0,1,1,0,0,0,1,0,0,0
41.0,0,0,1,15,20.08,0,1,0,1,0,0,0,0,0,1
75.0,0,0,1,3,11.14,0,1,1,0,0,0,1,0,0,0
50.328,0,0,0,11,18.64,0,1,1,0,0,0,0,0,1,0
55.0,0,0,0,4,2.86,0,1,1,0,0,0,1,1,0,0
75.0,0,2,0,8,17.74,0,1,1,0,0,0,0,0,1,0
42.0,0,0,0,3,3.03,0,1,0,1,0,0,0,0,1,0
70.0,0,0,0,15,16.91,0,1,0,1,0,0,1,0,0,0
66.35,0,0,1,23,16.82,0,1,1,0,0,0,0,0,0,0
25.0,0,0,1,15,39.56,0,1,0,1,0,0,0,0,1,0
30.0,0,0,0,5,21.0,0,1,0,1,0,0,0,0,0,0
82.0,0,0,0,10,16.04,0,1,1,0,0,0,1,1,0,0
90.0,0,0,3,8,15.71,2,1,0,1,0,0,0,0,0,0
67.0,0,0,0,15,13.16,0,1,1,0,0,0,0,0,0,0
110.0,0,1,0,8,18.38,0,1,1,0,0,0,1,1,0,0
100.0,0,0,0,13,14.83,0,1,0,1,0,0,0,1,0,0
82.0,0,0,0,13,25.64,0,1,1,0,0,0,0,0,1,0
40.0,0,0,0,25,21.42,0,1,1,0,0,0,0,1,0,0
65.0,0,0,0,12,27.66,0,1,1,0,0,0,1,0,0,0
85.0,0,0,3,6,10.66,1,1,1,0,0,0,0,1,0,0
86.0,0,0,1,22,9.43,0,1,1,0,0,0,0,1,0,0
140.0,0,1,1,12,7.33,0,1,1,0,0,0,0,0,1,0
75.0,0,0,1,8,13.06,1,1,1,0,0,0,1,1,0,0
84.5,0,1,1,11,9.33,0,1,1,0,0,0,1,1,0,0
59.0,0,1,0,15,23.99,0,1,1,0,0,0,0,1,0,0
93.0,0,0,0,23,23.23,0,1,1,0,0,0,0,1,0,0
69.0,0,0,1,10,24.54,0,1,1,0,0,0,0,1,0,0
70.0,0,0,0,12,21.98,0,1,0,1,0,0,0,0,1,0
80.0,0,0,0,7,14.55,0,1,1,0,0,0,0,0,1,0
110.0,0,0,0,13,19.39,0,1,1,0,0,0,0,1,0,0
35.0,0,0,2,7,18.86,0,1,1,0,0,0,0,0,1,0
39.0,0,1,2,11,15.35,0,1,0,1,0,0,0,1,0,0
91.86,0,0,0,10,27.15,0,1,1,0,0,0,0,0,0,0
40.0,0,0,0,7,9.81,0,1,0,1,0,0,1,1,0,0
80.0,0,0,0,10,11.61,0,1,0,1,0,0,0,0,1,0
27.0,0,0,0,6,11.33,0,1,0,1,0,0,0,0,1,0
60.6,0,0,0,5,10.51,0,1,0,0,1,0,0,0,1,0
60.0,0,0,0,9,7.22,0,1,0,1,0,0,0,0,0,1
85.0,0,2,0,8,8.3,0,1,1,0,0,0,0,1,0,0
82.272,0,0,1,4,1.26,0,1,1,0,0,0,0,0,1,0
58.0,1,1,0,19,22.57,3,1,1,0,0,0,1,0,0,1
52.0,0,0,1,14,28.35,0,1,1,0,0,0,1,0,0,0
84.0,0,3,0,16,9.47,1,1,0,1,0,0,0,0,1,0
105.0,0,2,1,7,29.13,0,1,1,0,0,0,1,0,1,0
100.0,0,1,0,13,13.4,0,1,1,0,0,0,0,0,0,1
39.0,0,0,2,14,22.31,0,1,0,1,0,0,0,0,1,0
53.0,0,1,0,29,19.88,0,1,1,0,0,0,1,0,0,0
34.0,0,0,0,5,14.47,0,1,0,1,0,0,0,0,1,0
57.0,0,0,0,20,26.76,0,1,0,1,0,0,0,0,1,0
115.0,0,0,0,17,28.74,0,1,1,0,0,0,1,1,0,0
51.0,0,2,0,13,21.91,0,1,0,0,1,0,1,0,0,0
54.0,0,0,0,11,31.87,0,1,0,1,0,0,1,0,0,0
100.0,0,4,0,16,9.74,0,1,1,0,0,0,1,0,1,0
47.0,0,0,1,12,15.22,0,1,0,1,0,0,1,1,0,0
45.0,0,0,3,24,26.45,1,1,1,0,0,0,0,1,0,0
73.0,0,0,0,10,17.11,0,1,1,0,0,0,1,1,0,0
60.0,0,0,1,10,5.89,0,1,0,0,1,0,1,1,0,0
40.0,0,1,0,8,5.0,0,1,1,0,0,0,0,1,0,0
60.0,0,0,0,17,16.18,0,1,1,0,0,0,1,0,0,0
30.0,0,1,2,16,28.11,1,1,0,1,0,0,0,1,0,1
45.0,0,1,0,10,12.24,0,1,0,1,0,0,1,1,0,0
65.0,0,1,1,9,15.01,0,1,0,1,0,0,0,1,0,0
124.0,0,0,1,30,31.23,0,1,0,1,0,0,1,0,1,0
56.9,0,2,4,15,21.89,0,1,1,0,0,0,1,0,0,0
37.5,0,1,0,14,18.21,0,1,0,1,0,0,1,1,0,0
105.0,0,0,0,6,8.71,1,1,1,0,0,0,0,1,0,0
73.0,0,0,0,35,37.65,0,1,1,0,0,0,1,1,0,0
60.0,0,0,0,16,26.26,0,1,1,0,0,0,0,1,0,0
30.0,0,1,1,10,24.84,5,1,0,1,0,0,0,0,0,0
56.0,0,2,0,16,13.19,2,1,0,1,0,0,0,0,0,0
60.0,0,0,0,18,25.11,0,1,0,1,0,0,1,0,0,0
40.768,0,0,1,15,33.4,0,1,1,0,0,0,0,0,1,0
37.0,0,0,1,7,19.33,0,1,1,0,0,0,0,0,1,0
53.0,0,1,2,17,27.09,1,1,1,0,0,0,0,0,0,0
39.0,0,0,0,5,9.32,0,1,0,1,0,0,0,0,0,0
76.0,0,1,0,9,26.81,0,1,1,0,0,0,0,0,0,0
65.0,0,1,3,8,22.18,1,1,0,1,0,0,0,0,0,0
35.0,0,0,1,9,18.69,0,1,0,1,0,0,0,0,0,0
58.0,0,0,0,13,22.39,0,1,0,1,0,0,0,0,1,0
18.72,0,0,1,7,11.13,2,1,0,0,1,0,0,0,0,0
40.0,0,0,0,21,18.21,0,1,1,0,0,0,0,0,1,0
44.0,0,1,2,5,3.49,0,1,1,0,0,0,0,0,1,0
55.0,0,0,0,24,22.3,0,1,0,0,1,0,1,0,1,0
28.0,0,0,0,15,31.63,0,1,0,1,0,0,0,0,1,0
48.0762,0,0,1,7,20.79,0,1,1,0,0,0,1,1,0,0
73.0,0,0,0,5,16.73,0,1,1,0,0,0,1,0,0,1
48.5,0,0,0,6,19.06,0,1,0,0,1,0,0,1,0,0
65.0,0,0,0,16,28.1,0,1,1,0,0,0,0,1,0,0
95.0,0,1,0,11,13.2,0,1,1,0,0,0,0,0,1,0
60.0,0,0,2,19,2.92,2,1,0,1,0,0,1,0,1,0
86.0,0,1,0,5,17.81,0,1,1,0,0,0,1,0,1,0
27.3,0,0,0,19,8.4,0,1,0,1,0,0,1,1,0,1
63.0,0,1,1,13,14.88,0,1,0,1,0,0,1,1,0,1
140.0,0,0,2,12,6.93,0,1,1,0,0,0,0,0,0,0
58.0,0,0,0,16,24.17,0,1,0,1,0,0,0,0,1,0
30.0,0,0,1,5,21.3,0,1,0,1,0,0,0,0,0,0
100.0,0,2,3,8,9.79,1,1,0,1,0,0,0,1,0,0
43.137,0,0,0,9,18.14,0,1,1,0,0,0,0,0,1,0
58.3,0,0,1,11,28.9,0,1,1,0,0,0,0,1,0,0
105.0,0,0,1,8,19.27,0,1,1,0,0,0,0,0,0,0
98.0,0,0,0,10,14.17,0,1,1,0,0,0,0,0,1,0
45.0,0,0,0,8,16.48,1,1,0,1,0,0,0,1,0,0
91.6,0,0,0,23,21.22,0,1,1,0,0,0,0,1,0,0
31.0,0,1,0,12,32.52,1,1,1,0,0,0,0,0,0,0
58.0,0,0,0,8,24.62,0,1,0,1,0,0,0,1,0,0
70.0,0,0,2,9,10.77,0,1,1,0,0,0,0,0,0,0
65.0,0,0,3,34,18.09,0,1,0,0,1,0,0,0,1,0
90.459,0,0,0,12,13.52,0,1,0,0,1,0,1,1,0,0
80.0,0,1,0,7,13.83,2,1,1,0,0,0,0,1,0,0
250.0,0,1,1,9,10.75,0,1,1,0,0,0,0,1,0,0
85.0,0,0,0,7,18.92,0,1,1,0,0,0,1,1,0,0
34.0,0,2,1,6,31.73,1,1,0,1,0,0,0,1,0,1
92.0,0,1,1,15,17.27,0,1,0,1,0,0,0,0,1,0
110.0,0,0,0,8,17.1,0,1,1,0,0,0,0,1,0,0
115.0,0,0,2,25,29.32,0,1,1,0,0,0,0,1,0,0
70.0,0,0,1,8,12.39,0,1,0,1,0,0,0,0,1,1
31.2,0,0,0,8,8.46,0,1,0,1,0,0,0,0,1,0
40.0,0,0,0,13,19.17,1,1,0,1,0,0,0,0,1,0
64.0,0,0,3,19,31.16,0,1,0,0,1,0,1,0,0,0
255.0,0,0,1,32,30.7,0,1,0,0,1,0,0,0,1,0
50.0,0,0,2,18,23.24,0,1,0,0,1,0,0,0,1,1
165.301,0,0,0,5,3.36,1,1,0,1,0,0,0,1,0,0
45.0,0,0,3,19,25.87,0,1,0,1,0,0,0,0,1,0
167.0,0,0,0,20,24.38,0,1,1,0,0,0,1,0,0,0
90.0,0,0,2,10,30.07,4,1,0,1,0,0,1,0,0,0
175.0,0,0,0,24,20.92,1,1,1,0,0,0,1,0,0,0
70.0,0,0,1,7,12.94,1,1,0,1,0,0,0,0,1,0
118.0,0,0,0,21,10.98,0,1,1,0,0,0,0,0,1,0
32.0,0,0,0,13,38.9,0,1,1,0,0,0,0,1,0,0
63.0,0,2,0,8,18.74,0,1,1,0,0,0,0,0,0,0
53.0,0,0,1,9,18.95,0,1,1,0,0,0,1,0,1,1
42.0,0,0,0,8,16.26,0,1,0,1,0,0,0,0,1,0
90.0,0,0,1,14,28.1,0,1,1,0,0,0,1,1,0,0
104.0,0,0,2,21,21.94,0,1,1,0,0,0,0,0,0,0
108.2,0,0,2,13,13.62,0,1,0,1,0,0,0,0,1,0
40.0,0,0,1,8,18.39,0,1,0,1,0,0,0,0,0,0
89.0,0,0,1,13,10.99,0,1,0,1,0,0,1,1,0,0
72.0,0,2,1,16,6.8,0,1,1,0,0,0,0,1,0,0
84.0,0,0,0,17,20.31,0,1,1,0,0,0,1,1,0,0
53.0,0,0,0,9,15.38,0,1,0,1,0,0,0,1,0,0
60.0,0,0,0,8,28.36,0,1,1,0,0,0,1,1,0,0
45.0,0,2,1,7,21.41,0,1,1,0,0,0,0,0,1,0
90.0,1,0,1,6,10.62,0,1,1,0,0,0,0,1,0,0
60.0,0,0,2,8,12.58,4,1,0,0,1,0,1,0,1,0
40.0,0,3,2,30,32.25,0,1,1,0,0,0,1,1,0,0
101.0,0,1,0,5,5.99,0,1,1,0,0,0,0,1,0,0
85.2,0,0,1,16,28.96,0,1,1,0,0,0,1,0,1,0
85.0,0,0,1,9,17.69,0,1,1,0,0,0,0,0,1,0
344.0,0,2,0,19,3.13,0,1,0,1,0,0,0,1,0,0
120.0,0,0,0,11,15.15,0,1,1,0,0,0,0,0,1,0
48.0,0,0,1,7,18.67,0,1,1,0,0,0,0,0,1,0
33.0,0,0,3,14,30.36,0,1,0,1,0,0,0,0,0,0
82.0,0,0,0,8,21.18,0,1,1,0,0,0,0,1,0,0
65.0,0,0,1,13,18.54,0,1,1,0,0,0,1,1,0,0
40.0,0,0,0,5,13.41,0,1,0,1,0,0,1,1,0,1
67.5,0,0,0,9,19.57,0,1,0,1,0,0,1,1,0,0
38.0,0,0,2,9,16.01,0,1,1,0,0,0,1,0,1,0
90.0,0,0,2,21,27.49,0,1,0,0,1,0,0,0,0,0
45.0,0,0,1,9,11.07,1,1,0,1,0,0,0,0,0,1
50.0,0,0,0,18,18.75,2,1,0,1,0,0,0,0,1,0
50.0,0,0,2,13,14.4,0,1,0,1,0,0,0,0,0,0
30.0,0,0,1,4,6.12,0,1,0,1,0,0,0,0,1,1
110.0,0,0,0,8,9.22,0,1,0,1,0,0,0,1,0,0
80.0,0,0,2,15,29.28,0,1,1,0,0,0,0,0,0,0
50.0,0,0,0,4,18.55,0,1,0,1,0,0,1,0,0,0
64.0,0,0,1,12,29.18,0,1,0,1,0,0,1,0,0,0
52.0,0,0,1,10,24.28,0,1,1,0,0,0,1,0,0,0
60.0,0,0,0,14,27.32,0,1,0,1,0,0,0,0,0,0
46.0,0,0,0,16,15.65,1,1,0,1,0,0,0,1,0,0
70.0,0,0,4,14,14.61,0,1,0,1,0,0,0,0,0,0
83.0,0,0,0,7,3.59,0,1,0,1,0,0,0,0,1,0
65.0,0,0,1,6,4.69,0,1,0,1,0,0,0,1,0,0
69.64,0,1,0,20,30.43,0,1,1,0,0,0,1,0,1,0
125.0,0,0,0,5,6.3,0,1,0,1,0,0,0,1,0,0
41.0,0,0,0,10,4.42,0,1,1,0,0,0,0,0,1,0
225.0,0,0,0,15,19.37,0,1,1,0,0,0,0,1,0,0
46.0,0,2,0,11,6.97,0,1,1,0,0,0,0,1,0,0
40.0,0,1,1,9,19.38,0,1,0,1,0,0,0,0,1,0
55.0,0,0,0,9,11.67,0,1,0,1,0,0,0,0,1,0
90.0,0,0,0,11,17.36,0,1,1,0,0,0,0,1,0,0
152.0,0,1,0,7,11.72,0,1,1,0,0,0,1,1,0,0
122.0,0,1,1,11,19.92,0,1,1,0,0,0,1,1,0,0
59.0,0,0,1,11,17.43,0,1,1,0,0,0,0,1,0,0
38.0,0,0,2,7,14.4,1,1,1,0,0,0,0,1,0,0
54.0,0,0,0,9,34.53,0,1,1,0,0,0,1,0,1,0
